actID,Title,StartYear,EndYear,Funding_Entity,Reference,Type,Keywords,objective,projectID
act544731,ALARM: multi-hAzard monitoring and earLy wARning systeM,2020.0,2022.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,891467,European Research Project,['alert systems; space weather; ash; thuderstorm nowcasting'],"The overall objective of ALARM (“multi-hAzard monitoring and earLy wARning systeM” (ALARM) is to develop a prototype global multi-hazard monitoring and Early Warning  System (EWS). A global multi-hazard monitoring means near-real time (NRT) and continuous global Earth observations from satellite, with the objective to generate prompt alerts of natural hazards affecting ATM and to provide information for enhancing situational awareness and providing resilience in crisis. NRT data (with delay of delivery from 10 min, to less than 4h) and tailored products from ground-based and satellite systems, will be used to feed models capable of detecting (creation of alert products) and predicting (nowcasting/forecasting) the risk/displacement of:•particles in suspension and gas derived from natural hazards (volcanic ash and SO2, dust clouds from sandstorms, and smoke from forest fire);•severe weather situations such as deep convection and extreme weather;•space weather regarding exposure to increased levels of radiation during flight; •environmental hotspots potentially contributing to global warming in a large extent. ALARM EWS plans to provide alert information for the stakeholders about the threat to aviation in three different manners: 1) early warning (geolocation, altitude and level of severity -quantification if available- of the observed hazard); 2) for some cases nowcasting [up to 2h] and 3) forecasting [from 2h to 48h] of hazard evolution at different flight levels. The consortium will analyse the requirements for its inclusion in the yellow SWIM profile. Specifically, the aim is to enhance situational awareness of all stakeholders in case of multiple hazard crisis by facilitating the transfer of required relevant information to end-users, presenting such information in a user-friendly manner to ATM stakeholders. In summary, anticipating severe hazards and fostering better decision-making.",891467
act558640,ISBIOMECH - Intelligent Device and Computational Software to Control Mechanical Stress and Deformation for Biological Testing,2023.0,2024.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101081713,European Research Project,,"In nature, all biological material from the cell to the tissue level is subjected to continuous mechanical stress and strain. These mechanical cues play an essential role on several biological processes and can determine the fate of a healing or a cancerous process, among many others. Therefore, research activities focusing on studying the deterministic nature of these processes need a robust test platform that allows for reproducing these mechanically-varying environments. Such a system would significantly contribute to improving in-vitro testing of therapies and drug discovery, incorporating the essential influence of mechanics in pharmaceutical and biotechnological companies. However, the current approaches are restricted to basic science methods with important limitations. This lack of a suitable system hinders the translation of basic science in mechanobiology to its application in the industrial-technological field. ISBIOMECH proposes a novel intelligent system to control the mechanical environment of cellular/tissue materials, to be commercially exploited as laboratory equipment for mechanobiology research and pathological treatment testing. The novel device and associated software will provide the first commercially available system to allow for robust and reproducible in-vitro testing of mechanically-influenced biological processes. More concretely, the system will use magneto-responsive substrates allowing for non-invasive, multidimensional and real-time control of complex deformation modes on cellular/tissue materials. This technology will be implemented and validated by demonstration activities at stakeholders’ labs to address timely mechanobiological studies in epithelial wound healing, neurological disorders and cardiac pathology. The proposed system has the potential to open the experimental path to improve current treatments in, e.g., cancer pathologies, pathological skin scarring or fibrotic heart remodelling during myocardial infarction.",101081713
act551933,E.T.PACK-F: A Ready-to-Fly Deorbit Device Based on Electrodynamic Tether Technology,2022.0,2025.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101058166,European Research Project,['aerospace engineering; business models; space'],"Electrodynamic tethers are long conductors in orbit that enable spacecraft to de-orbit and/or re-boost without using propellant. After designing, manufacturing and testing a prototype of a Deorbit Device (DD) in the FET E.T.PACK project and reach TRL 4, E.T.PACK-F faces the next natural step: prepare a ready-to-fly DD based on electrodynamic tether technology to perform, immediately after the project, an in-orbit-demonstration (IOD). The two large companies of the team (SENER Aeroespacial and RFA), playing the roles of DD product developer and end-user, signed a Launch Service Agreement for this first flight. The DD involves several tether-related products that have, by their own, a high innovative and commercialization potential and are mainly owned/generated by the three universities of the team (UC3M, UNIPD, TUD). These products are a software for tether mission analysis, a heater-less electron emitter for electric propulsion applications, a cold gas system, miniaturized avionics, and onboard software for the attitude determination and control of small spacecraft, and a deployment mechanism and damper for tether applications. In parallel with technology development activities, a business model for E.T.PACK-F technologies and consortium structures for their later commercialization (a Joint Venture, startup, and /or technology licensing) will be created. Contact with potential clients, investors, and policy-makers, will be established to validate the business model and prepare the products for the future needs of the market. This entrepreneurial ecosystem, made of interlinked space products, strong industry-academia collaboration, and an end user, is driven by the IOD, which can place all the products in a precommercial state. Tethers can help Europe to create/strengthen new markets on space debris deorbiting and in-orbit servicing, disrupt the existing markets on spacecraft re-boost and station keeping, and open new opportunities for planetary explorations.",101058166
act538527,Developing and Implementing hands-on training on Open Science and Open Innovation for Early Career Researchers - DIOSI,2021.0,2022.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-101006318,European Research Project,['higher education; innovation support services; doctoral training; transferable skills; entrepreneurship; innovation; open science; graduate tracking'],"The DIOSI project proposes a full cycle concept on doctoral education, from the development of a new joint doctoral educational programme, through the provision of training on Open Science and Open Innovation & Entrepreneurship for doctoral candidates and early career researchers (DCs and ECRs), to the measurement of impact of such training, by creating an impact and graduate tracking framework. First, in order to integrate skills training into PhD programmes and to value training in transferable skills as equitable to research skills, we develop a DIOSI model for doctoral education.Second, in order to tackle skills shortages in terms of innovation and entrepreneurship skills of researchers and the need for a culture shift towards Open Science, we will provide training on Open Innovation & Entrepreneurship and Open Science for DCs and ECRs. The project will fund train-the-trainer sessions to build capacity and expertise and take the existing offers to the next level. Each newly formed trainer will then run a pilot session at the home institution. During the project, up to 900 DCs and ECRs will benefit from the training.Third, in order to understand the impact of such training, we implement a joint impact and graduate tracking framework.The DIOSI partners have strong collaboration ties, as they are the YUFE universities (Young Universities for the Future of Europe European University Alliance). Therefore, the institutions have committed to co-fund each of the work packages and apply for this funding to boost their DCs and ECRs skills training and future careers!",101006318
act544555,From Real-world Identities to Privacy-preserving and Attribute-based CREDentials for Device-centric. Access Control (ReCRED),2015.0,2018.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-653417-ReCRED,European Research Project,['complexity and cryptography; electronic security; privacy; biometrics; authentication'],"ReCRED’s ultimate goal is to promote the user’s personal mobile device to the role of a unified authentication and authorization proxy towards the digital world. ReCRED adopts an incrementally deployable strategy in two complementary directions: extensibility in the type and nature of supported stakeholders and services (from local access control to online service access), as well as flexibility and extensibility in the set of supported authentication and access control techniques; from widely established and traditional ones to emerging authentication and authorization protocols as well as cryptographically advanced attribute-based access control approaches. Simplicity, usability, and users privacy is accomplished by: i) hiding inside the device all the complexity involved in the aggregation and management of multiple digital identifiers and access control attribute credentials, as well as the relevant interaction with the network infrastructure and with identity consolidation services; ii) integrating in the device support for widespread identity management standards and their necessary extensions; and iii) controlling the exposure of user credentials to third party service providers. ReCRED addresses key security and privacy issues such as resilience to device loss, theft and impersonation, via a combination of: i) local user-to-device and remote device-to-service secure authentication mechanisms; ii) multi-factor authentication mechanisms based on behavioral and physiological user signatures not bound to the device; iii) usable identity management and privacy awareness tools; iv) usable tools that offer the ability for complex reasoning of authorization policies through advanced learning techniques. ReCRED’s viability will be assessed via four large-scale realistic pilots in real-world operational environments. The pilots will demonstrate the integration of the developed components and their suitability for end-users, so as to show their TRL7 readiness.",653417
act544394,HANDLE: Developmental pathway towards autonomy and dexterity in robot in-hand manipulation,2009.0,2013.0,COMISION EUROPEA DIRECTORATE-GENERAL INFORMATION SOCIETY,FP7-ICT-231640,European Research Project,,"The field of robotics is undergoing a major revolution as it is increasingly being applied to general purposes outside the production line: for health, rehabilitation and professional services, in domestic and leisure environments, as well as hazardous environments. There, one keystone for robots to carry out accurate and intelligent tasks, with and for people, is their ability both to handle autonomously all sorts of objects and to use human tools. However, today's robots are unable to achieve dexterous and fine manipulation, especially when this requires in-hand manipulation. They are far from being able to understand and reason about their environments, their goals and their own capabilities, to learn skills and improve their performance by what they have been taught and their own experience, to interact with their environments with the efficiency of humans.The HANDLE project aims at understanding how humans perform the manipulation of objects in order to replicate grasping and skilled in-hand movements with an anthropomorphic artificial hand, and thereby move robot grippers from current best practice towards more autonomous, natural and effective articulated hands. The project implies not only focusing on technological developments but also working with fundamental multidisciplinary research aspects in order to endow the robotic hand system with advanced perception capabilities, high level feedback control and elements of intelligence that allow recognition of objects and context, reasoning about actions and a high degree of recovery from failure during the execution of dexterous tasks.Integrating findings from disciplines such as neuroscience, developmental psychology, cognitive science, robotics, multimodal perception and machine learning, the method we will develop is based on an original blend of learning and predicting behaviours from imitation and ""babbling"" to allow the robot to be capable of responding to gaps in its knowledge.",231640
act544621,ASPIDE: exAScale ProgramIng models for extreme Data procEssing,2018.0,2021.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-801091,European Research Project,['data intensive; programming model; productivity; high performance data analytics; data centric; deep learning; urban computing; sentiment analytics; neuro'],"Extreme Data is an incarnation of Big Data concept distinguished by the massive amounts of data that must be queried, communicated and analyzed in (near) real-time by using a very large number of memory/storage elements and Exascale computing systems. Immediate examples are the scientific data produced at a rate of hundreds of gigabits-per-second that must be stored, filtered and analyzed, the millions of images per day that must be mined (analyzed) in parallel, the one billion of social data posts queried in real-time on an in-memory  components database. Traditional disks or commercial storage cannot handle nowadays the extreme scale of such application data. Following the need of improvement of current concepts and technologies, ASPIDE’s activities focus on data-intensive applications running on systems composed of up to millions of computing elements (Exascale systems). Practical results will include the methodology and software prototypes that will be designed and used to implement Exascale applications.The ASPIDE project will contribute with the definition of a new programming paradigms, APIs, runtime tools and methodologies for expressing data-intensive tasks on Exascale systems, which can  pave the way for the exploitation of massive parallelism over a simplified model of the system architecture, promoting high performance and efficiency, and offering powerful operations and mechanisms for processing extreme data sources at high speed and/or real-time.",801091
act544745,Integrating 5G enabling technologies in a holistic service to physical layer 5G system platform,2020.0,2024.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,957403,European Research Project,"['mobile edge computing (mec), 5g, software-defined networking, virtualization; nfv, thz transceivers, mmwav, edge nodes']","Int5Gent targets the integration of innovative data plane technology building blocks under a flexible 5G network resource, slice and application orchestration framework, providing a complete 5G system platform for the validation of advance 5G services and IoT solutions.The project builds upon a suite of innovative 5G technological solutions spanning hardware, software, and networking systems that have been conceptualized and developed under the latest 5GPPP initiative projects and are now taken to TRL-7 and above. It also combines novel and state-of-the-art solutions able to further upgrade the capabilities and maturity level of cutting-edge 5G core technologies enabling the creation of an innovative 5G ecosystem.  A sample of the developed and offered technologies include flexible multi-RAT baseband signal processing, beam steering, mmWave technology solutions at 60GHz and 150GHz bands, hardware-based edge processor with TSN, GPU processing capabilities, innovative 5G terminals and elastic SDN-based photonic data transport. The integration of the technology blocks is performed as part of an overall 5G architecture that promotes edge processing and is orchestrated by an NFVO compatible framework with edge node extensions at the network layer and an overlay vertical services application orchestrator at the user plane layer.The overall platform is implemented in two extended testbeds which include actual field deployed segments and managed by the network operators of the consortium. The validation and showcasing testbeds host 3 use case scenarios covering the deployment of services related to multiple vertical sectors as well as innovative applications for smart IoT networked devices. The use cases are designed in order to highlight the benefits of the adopted technologies in terms of increased bandwidth, low latency and high reliability and create new markets opportunities especially for the participating SMEs through pilot validation of their offered solutions.",957403
act557094,CULTURATI - CUSTOMIZED GAMES AND ROUTES FOR CULTURAL HERITAGE AND ARTS,2023.0,2026.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101094428,European Research Project,,"Along with the tourism industry, cultural and creative industries (CCIs) are most affected by the pandemic. All CCIs need systems or management tools to make them more resilient today. Thus, CULTURATI aims to build an inclusive cultural-educational ecosystem with visitor and capacity management by using digital solutions and cutting-edge technologies to (1) enhance and support collaboration between CCIs, and citizens to promote Europe’s culture, values, and interests, (2) increase accessibility, awareness, and understanding of cultural heritage and arts, (3) preserve cultural heritage by preventing deterioration due to overcrowding and sustain valuable resources (4) enhance the audience experience through customized games, and routes by optimizing the number of people on the venue or site-based CCIs, ensuring social distancing between them in case of a pandemic. CULTURATI is a global content platform that enables CCIs, creative professionals, and citizens to create content collectively for cultural heritage and arts across Europe. Consequently, CULTURATI curates content in its database and delivers customized information with the help of its algorithm. Therefore, the principal objective of the CULTURATI project is to design, develop, evaluate and validate mainstream technologies for its ecosystem utilizing the Internet of Things, cloud and mobile technologies, sensors (people counters), and Artificial Intelligence. Our user-centered design methodology situates user needs at the center by actively involving them in five pilot sites across Europe to validate CULTURATI, as well as increase engagement with broader audiences. Accordingly, our interdisciplinary consortium involves computer scientists, CCIs, academia from various disciplines, including social sciences, SMEs, public authorities, and non-profit community initiatives to focus on engaging citizens, and ensuring widespread communication and exploitation of CULTURATI in Europe and internationally.",101094428
act547176,Zero-touch security and trust for ubiquitous computing and connectivity in 5G networks,2021.0,2022.0,EUROPEAN COMMISSION,GA-871533,European Research Project,,"Despite the progress of last years, 5G today is not yet at a stage of complete achievement of the promised performances and functions: different application profiles (eMBB, URLLC, mMTC) do not easily coexist in network slices; slicing is casted in various different forms; network analytics are not at end-to-end scope; services do not span multiple operator domains yet. 5GZORRO consortium envisions the evolution of 5G to achieve truly production-level support of diverse Vertical applications, which coexist on a highly pervasive shared network infrastructure, through automated end-to-end network slicing, across multiple operators and infrastructure/resource providers, who can share heterogeneous types of resources (spectrum, virtualized radio access, virtualized edge/core). 5GZORRO uses distributed Artificial Intelligence (AI) to implement cognitive network orchestration and management with minimal manual intervention (Zero-Touch Automation). Distributed Ledger Technologies (DLT) are adopted to implement flexible and efficient distributed security and trust across the various parties involved in a 5G end-to-end service chain. With these, we can implement an evolved 5G Service Layer for Smart Contracts among multiple non-trusted parties, to allow SLA monitoring, spectrum sharing, intelligent and automated data-driven resource discovery and management. Our cross domain security & trust orchestration coupled with service lifecycle automation can enforce security policies in multi-tenant and multi-stakeholder environments. Three use cases validate our research in 5GBarcelona and 5TONIC/Madrid test facilities: Smart Contracts for Ubiquitous Computing/Connectivity, Dynamic Spectrum Allocation, Pervasive virtual CDNs over 3rd-party edge resources. 5GZORRO target stakeholders are telecom operators, vertical slice owners/operators, spectrum owners, regulators, passive/ active facility owners, many of which are in our consortium of 13 top 5G players from 7 different EU countries.",871533
act556321,BB-Future - THE CARE WAVE AND THE FUTURE OF THE BABY BOOMERS AND THEIR CHILDREN,2023.0,2026.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101093849,European Research Project,['long-term care; female labour force participation; inclusive growth; intra/intergenerational equity'],"The baby boomers are in the process of retiring. Most are between 60 and 65 when they retire and almost 80% self-assess their health as good. A huge number of research projects has analyzed retirement decisions and the impact of this “pension wave” on the transformation of pension systems in the ageing societies in Europe and elsewhere. There is no lack of pension finance projections and policy advice for pension reforms and their socio-economic effects, including active ageing and the role of elder citizens in transforming our economies into “silver economies”.Much less is known about the second great transformation that will follow the pension wave. In the mid2030s, the health of the baby boomers will have deteriorated and many in these large cohorts will be in need of formal and/or informal long-term care. This “care wave” will transform two generations: the baby boomers in need of care and their children who may supply care. It will have significant implications for labour supply, especially for women, saving behaviour, and therefore for productivity, economic growth and its inclusiveness. The overarching objective of BB-Future is to make a concerted effort to understand the size and the implications of the care wave on economic and social outcomes, to appreciate the quality of this second ageing-related transformation and to develop policy recommendations for advance planning on the EU and MS levels.",101093849
act545673,Photonic technologiesfor progrAmmable transmission and switching modular systems based on Scalable Spectrum/space aggregation for future agIle high capacity metrO Networks,2017.0,2020.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,780326,European Research Project,,"The PASSION project will develop new photonic technologies for supporting agile metro networks, enabling capacities of Tb/s per channel, 100 Tb/s per link and Pb/s per node over increased transport distances. A new metro network infrastructure is envisioned, fitting the network operator roadmap and targeting at least a tenfold reduction in components energy consumption and footprint. These breakthroughs are achieved by developing all the essential photonic building blocks. On the transmitter side a novel 3D stacked modular design will be developed combining a silicon photonics (SiPh) circuit layer with directly modulated high-bandwidth 1550nm VCSELs light sources. At the receiver side we will develop novel InP based coherent receiver arrays which handle polarization on chip making polarization handling off chip unnecessary. Finally, we will develop a compact and cost-effective switching concept which can support the Pb/s capacities generated by the transceiver modules, using a combination of InP and SiPh PICs. Increased system flexibility and modularity is obtained by sliceable bandwidth/bitrate variable transceivers. The resulting solution will offer scalability, programmability and re-configurability using agile aggregation in spectrum, polarization and space dimensions. PASSION will contribute to reinforce European industrial technological leadership in high-capacity photonic devices and sub-systems, addressing the growing market of metro network scenarios, improving business opportunities in Europe. The PASSION consortium includes universities, research centres, device manufacturers, a supplier of communication equipment and a network operator addressing the entire value chain. The strong industrial commitment is demonstrated through the presence of two large enterprises and four SMEs, which will identify the path to industrial exploitation, standardization and commercialization, while universities and research centres will support the scientific dissemination.",780326
act556882,SOLARIS - Strengthening demOcratic engagement through vaLue-bAsed geneRative adversarIal networkS,2023.0,2026.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101094665,European Research Project,,"Generative adversarial networks (GANs) are a class of AI models able to create media contents – audio and video – resembling reality. Although there are different promising areas of application of GANs  – e.g. audio-graphic productions, human-computer interactions, satire, artistic creative expression – their current and foreseen misleading uses are just as numerous and worrying. The main concern is related to the so-called “deepfakes”, fake images or videos simulating real events with extreme precision. If trained on a face, GANs can make it move and speak in a hyper-realistic way. This technology poses an urgent political threat since GANs could be – and have already been – used to spread fake news and disinformation.This raises an urgent challenge to democratic governance and regulation: to improve GANs accountability, transparency, and trustworthiness. Nevertheless, GANs also constitute an opportunity to enhance democratic awareness and expand active and inclusive citizenship.SOLARIS reacts to these challenges in two ways. On the one hand, we analyse political risks associated with these technologies, to prevent negative implications for EU democracies. As a result, SOLARIS will establish regulatory innovations to detect and mitigate deepfake risks. On the other hand, we assess the opportunities raised by GANs for reinvigorating the democratic engagement of citizens. We will co-create, involving citizen science, value-based GANs contents to enhance democratic engagement. SOLARIS involves three use cases: the first aims at understanding the psychological aspects of GANs perceived trustworthiness. The second simulates the circulation of threatening GANs contents on social media, to detect risks and design mitigation strategies. The third co-creates value-based GANs contents to boost awareness on key global democratic topics (e.g: climate change, gender dimension, human migration), to ultimately enhance active and inclusive digital citizenship.",101094665
act555340,PREDICT 6G: PRogrammable AI-Enabled DeterminIstiC neTworking for 6G,2023.0,2025.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101095890,European Research Project,['communication engineering and systems telecommunications'],"6G is envisioned to accelerate the path started in 5G for catering to the needs of a wide variety of vertical use cases, both current and emerging. This will require major enhancements of the current 5G capabilities especially in terms of bandwidth, latency, reliability, security, and energy. PREDICT-6G’s mission is therefore set towards the development of an end-to-end 6G (E2E) solution including architecture and protocols that can guarantee seamless provisioning of services for vertical use cases requiring extremely tight timing and reliability constraints. To succeed, the solution will target determinism network infrastructures at large, including wired and wireless segments and their interconnections. PREDICT-6G will develop a novel Multi-technology Multi-domain Data-Plane (MDP) overhauling the reliability and time sensitiveness design features existing in current wired and wireless standards. The ambition is for the MDP design to be inherently deterministic. To achieve this, PREDICT-6G will develop an AI-driven Multi-stakeholder Inter-domain Control-Plane (AICP) for the provisioning of deterministic network paths to support time sensitive services as requested by end-customers and with different scaling ambitions, e.g., from the network in a single vehicle to a large, geographically dispersed network. This requires timely monitoring and prediction of the behavior of the complete network, including identifying potential sources of quality violations and analyzing various routes of the traffic flows. These capabilities will be delivered through the PREDICT-6G AI-powered Digital Twin (DT) framework, allowing the prediction of the behavior of the end-to-end network infrastructure, and enabling anticipative control and validation of the network provisions to meet the real-world time-sensitive and reliability requirements of the running services.",101095890
act544608,EUROFUSION-2017-MAT-2.3.2-T005 -D002: 14%Cr ODS steel fabrication and characterization,2017.0,2017.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-633053,European Research Project,,"A Roadmap to the realization of fusion energy was adopted by the EFDA system at the end of 2012. The roadmap aims at achieving all the necessary know-how to start the construction of a demonstration power plant (DEMO) by 2030, in order to reach the goal of fusion electricity in the grid by 2050. The roadmap has been articulated in eight different Missions. The present proposal has the goal of implementing the activities described in the Roadmap during Horizon 2020 through a joint programme of the members of the EUROfusion Consortium. ITER is the key facility in the roadmap. Thus, ITER success remains the most important overarching objective of the programme and, in the present proposal the vast majority of resources in Horizon 2020 are devoted to ensure that ITER is built within scope, time and budget; its operation is properly prepared; and a new generation of scientists and engineers is properly educated (at undergraduate and PhD level) and trained (at postdoctoral level) for its exploitation. DEMO is the only step between ITER and a commercial fusion power plant. To achieve the goal of fusion electricity demonstration by 2050, DEMO construction has to begin in the early 2030s at the latest, to allow the start of operation in the early 2040s. DEMO cannot be defined and designed by research laboratories alone, but requires the full involvement of industry in all technological and systems aspects of the design. Specific provisions for the involvement of industry in the Consortium activities are envisaged.",633053
act545452,COmpound COatings NUrturing applications in Tissue Engineering,2020.0,2022.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,882429,European Research Project,['soft condensed matter; fluid dynamics; coating; films and interfaces'],"The deposition of particle-laden coatings is key to a number of modern technologies, ranging from semiconductor electronics to bioengineering. In the thriving field of regenerative medicine, deposition processes to manufacture artificial skin in vitro turn out to be particularly challenging. Because skin is composed of several layers with specific cell distributions, space-resolved deposition of cells has to be achieved to obtain viable tissues. However, the delicate nature of living cells and biomaterials strongly limits the number of available techniques, thereby hindering further advances in the field.In this context, COCONUTE emerges as a timely and essential initiative to adapt a well-known technique, dip-coating, to meet the challenges posed by current skin manufacturing technologies. I will investigate, using theoretical and experimental tools, key unknown aspects of the physics of dip-coating in the presence of two liquids, which may have particles in suspension. Gaining further understanding of the physics, I will be able to create compound coatings exhibiting well-controlled arrangements of particles. These particles will have physical properties similar to skin cells to guarantee the applicability of the results to tissue-on-a-chip setups.Not only the time to implement this project is now: the group and supervisors with whom I will carry out my research make a perfect ecosystem for me to turn the project into a success. Being a Soft Matter physicist by training, I will work in a group where fluid mechanicians collaborate routinely with experts in tissue engineering. Thus, the inherent multidisciplinary of the project will allow me to get training in the above-mentioned areas, while also sharing my expertise with the host group. This project will reinforce my chances of becoming an independent researcher in the fields of Soft Matter and Fluid Mechanics, with the focus on state-of-the-art bioengineering applications.",882429
act544201,ORIGINS: Recommendations for Reliable Breeder Documents Restoring e-Passport Confidence and Leveraging Extended Border Security,2014.0,2017.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,FP7-SEC-2013-607663,European Research Project,,"The project ORIGINS aims to study the security of the extended border and more particularily passport breeder document security. The underlying idea of ORIGINS is to improve the security and therefore to restore the confidence in the application process and issuance of e-passports, by filling the gaps in security of breeder documents. Indeed, while some assurance approaches have been implemented in a few countries, they remain insufficient to provide breeder documents in complete security and trustworthiness at a time when this is increasingly necessary.This project will therefore investigate exhaustively the current state of passport breeder documents requirements and issuing practices in Member States/Associated Countries. The identification of common security gaps will lead to the recommendation of possible solutions to overcome the security weaknesses in breeder documents. The project will provide support for issuance bodies and border control communities. It will also promote the standardisation of breeder documents by creating a dedicated working group at a European level.These objectives will be achieved through the establishment of a strong networking environment between key actors in the sector (passport breeder document and e-passport communities, border control community, ministries, industry, SMEs, universities, NGOs, the European Commission, the European Parliament and the Council, …), exchange and dissemination of good practices between relevant communities, the definition and organisation of joint or common initiatives, meetings, conferences, events and with an appropriate management of the action. Broad communication and dissemination actions will be undertaken throughout the project lifecycle. At the same time, it is expected that ORIGINS’ results will continue to live beyond the end of the project, in particular via think-tank groups built during the project, standardisation groups and the implementation of ORIGINS’ recommendations.",607663
act544672,BESAFE: Artificial Intelligence enhancement of Surgical Techology for reduction of human behaviour related surgical accidents,2019.0,2020.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-847378,European Research Project,,"BESAFE seeks to support the exploitation of the results from the IBSEN FET project and capture a market opportunity as well as address a poignant societal need, the reduction of intra-operative accidents and surgery costs by means of clinical decision support software.IBSEN has led to the development of a general-purpose novel artificial intelligence tool based on unsupervised machine learning algorithms. The software learns from the behaviour of individuals and their outcomes. It can be adapted for automated early detection and correction of high-risk actions by members of surgical teams.The coordinator of the BESAFE consortium, Afferent Technologies, has expertise in prevention of accidental surgical nerve-damage, a costly and dramatic event, by means of electrophysiological technology. The BESAFE software, endowed with artificial intelligence from the ISEB project, has the potential for a quantum leap in the market.The key deliverables of BESAFE are a) the business plan, with detailed financials and market analysis, as well as an estimate of remaining technical milestones, as required to progress from the IBSEN deliverables to the final certifiable software, b) a demonstration of the use of the Artificial Intelligence IBSEN algorithms to recognise patterns of behaviour (high risk vs low risk) by analysis of machine-user interaction patterns.The final aim of BESAFE is to produce a well-studied investable opportunity for Venture Capital coinciding with an increased interest of these stakeholders in the Artificial Intelligence and Medical Technology spaces.",847378
act544595,SciShops.eu: Enhancing the Responsible and Sustainable Expansion of the Science Shops Ecosystem in Europe,2017.0,2020.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-741657-SciShops.eu,European Research Project,['community-based participatory research; science shops ecosystem; university and non-university science shops; knowledge transfer events; civil society engagement'],"Success of science shops is down to finding a topic that is of particular interest to a particular group of people because they need to engage throughout the science shops research process, participate in the brokering and challenge identification and take responsibility for the outcome of the process. SciShops aims at expanding and further building on the capacity of the science shops ecosystem in Europe and beyond. During the SciShops project timeframe, at least ten new university- and non-university-based science shops are being established in Europe by project partners. The non-university ones are affiliated to different types of organizations, such as SMEs, LEs, NGOs/NPOs and research institutes. The project partners have extensive networks of science shops which are included in the SciShops Expert and Advisory Board and thus they can uptake first the solutions developed within the project: the SciShops Knowledge Exchange Roadmap, the SciShops Strategy for Community-Based Participatory Research and Science Shops Further Development, SciShops Guide for Establishment and Running of a Science Shop or the SciShops Web platform with its novel twining, matchmaking and awareness features. Through the use of the platform, organizations willing to establish a science shop are able to find a research organization which can support them with research services or they can be twinned with an experienced similar science shop which will help with the establishment and development of the new one. The SciShops consortium has as a top priority to prove the benefits of starting a science shop for every type of organization, but also the advantages the civil society gains from collaborating with science shops in community-based participatory research. The participatory knowledge transfer and exchange events organized during the project timeline will raise awareness on this win-win concept.",741657
act560121,CODECO - Cognitive Decentralised Edge Cloud Orchestration,2023.0,2025.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101092696,European Research Project,,"CODECO is a  cognitive, cross-layer and highly adaptive Edge-Cloud management framework with a unique orchestration approach that provides support for data management and governance decentralised data workflow; dynamic offloading of computation and computation status; and adaptive networking services (TRL5).  In the core of the CODECO framework are privacy preserving decentralised learning  mechanisms to i) reduce latency and power consumption from the far Edge to Cloud; ii) adjust the computation in real-time to available Edge-Cloud constraints; iii) adjust running services into the needs of the application, the data sources, the surrounding context; iv) benefit from a flexible networking infrastructure that adapts to the needs of active services; and v) democratize the technology to a faster market adoption of the toolkit, as well as products and services derived from it. CODECO proposes the following assets: i) A1: Open, cognitive toolkits and smart Apps, integrating the elastic and advanced concepts to manage, in a smart and flexible way, containerized applications across Edge and Cloud (dynamic cluster and multi-cluster environment; ii) A2: A developer-oriented open-source software repository, to be available in an early stage of the project, thus allowing for early exploitation of initial, advanced results and a better adaptation throughout the project lifetime; iii) A3: Training tools, to support the development of services based on the CODECO framework; iv) A4: Use-cases across 4 domains (Smart Cities, Energy, Manufacturing, Smar Buildings), as the basis for  experimentation and demonstrations; v) A5: Open Calls and multiple community events, based on the different use-cases and including the different CODECO stakeholders; vi) A6: CODECO integration into the large-scale EdgeNet , experimental infrastructure, to assist in the building of experimentation and novel concepts by the research community.",101092696
