actID,tituloNormalizado_CORDIS,tituloNormalizado_RP,Reference,projectID,num_palabras_titulo_CORDIS,num_palabras_titulo_RP,objective_x,objective_y
act544043,multimedia transport for mobile video applications,medieval multimedia transport for mobile video applications,TEC2010-12005-E,258053,6,7,"Video is a major challenge for the future Internet. This traffic type is foreseen to account for close to 90 percent of consumer traffic already by 2012. However, the current Internet, and in particular the mobile Internet, was not designed with video requirements in mind and, as a consequence, its architecture is very inefficient when handling video traffic. It is the vision of this consortium that, as video is going to represent the majority of the traffic, the future Internet architecture should be tailored to efficiently support the requirements of this traffic type. Specific enhancements for video should be introduced at all layers of the protocol stack where needed, ideally supporting an incremental deployment.Following the above vision, the main goal of the current proposal is to evolve the Internet architecture for efficient video traffic support. The proposed architecture will follow a cross-layer design that, by exploiting the interaction between layers, can raise performance to values unattainable with individual developments. The following key issues will be addressed by the architecture: i) enhanced wireless access support to optimise video performance, ii) novel IP mobility architecture adapted to the requirements of video traffic, iii) transport optimisations for video distribution and iv) network-aware video services that interact with the underlying layers. The technology developed by the project will be designed taking into account the requirements of network operators for commercial deployment, and will aim at improving the Quality of Experience by users as well as reducing the associated costs for operators. Standardization and early incremental testing are considered key success factors for MEDIEVAL.The consortium is well balanced and combines the integrated perspectives of three mobile operators, a major manufacturer and an innovative video technology company, in addition to leading academic partners and research institutes.","Video is a major challenge for the future Internet. This traffic type is foreseen to account for close to 90 percent of consumer traffic already by 2012. However, the current Internet, and in particular the mobile Internet, was not designed with video requirements in mind and, as a consequence, its architecture is very inefficient when handling video traffic. It is the vision of this consortium that, as video is going to represent the majority of the traffic, the future Internet architecture should be tailored to efficiently support the requirements of this traffic type. Specific enhancements for video should be introduced at all layers of the protocol stack where needed, ideally supporting an incremental deployment.Following the above vision, the main goal of the current proposal is to evolve the Internet architecture for efficient video traffic support. The proposed architecture will follow a cross-layer design that, by exploiting the interaction between layers, can raise performance to values unattainable with individual developments. The following key issues will be addressed by the architecture: i) enhanced wireless access support to optimise video performance, ii) novel IP mobility architecture adapted to the requirements of video traffic, iii) transport optimisations for video distribution and iv) network-aware video services that interact with the underlying layers. The technology developed by the project will be designed taking into account the requirements of network operators for commercial deployment, and will aim at improving the Quality of Experience by users as well as reducing the associated costs for operators. Standardization and early incremental testing are considered key success factors for MEDIEVAL.The consortium is well balanced and combines the integrated perspectives of three mobile operators, a major manufacturer and an innovative video technology company, in addition to leading academic partners and research institutes."
act557037,gender empowerment through politics in classrooms,gepic  gender empowerment through politics in classrooms,101095000,101095000,6,7,"Ensuring the future of democracy requires empowering all social group to engage, yet the gender gap in political leadership, political ambition and political self-efficacy is the most persistent and most difficult to tackle across Western democracies. The situation when looking across the intersect of gender, social class and ethnicity becomes even more grave. These differences have been shown to begin in the school and classroom dynamics has been cited as the likely socialisation process that leads to these different outcomes.  G-EPIC, a multinational consortium of universities and civil society organisations, has been brought together with the aim of fostering social innovation and testing interventions to reduce gender inequality in politics. The 7 partners in 6 countries (Belgium, Czechia, Denmark, Germany, Spain and United Kingdom) will begin by establishing the state of play through classroom observations and reanalysis of existing quantitative data to understand how inequalities in attitudes and dispositions towards political engagement are learnt. G-EPIC will then create experiments in schools and pilot design-based interventions co-developed with civil-society, teachers and students. These experiments and interventions will be rigorously evaluated in comparisons with control groups and will lead to the development of the Gender Empowerment in Classroom intervention that will be disseminated and delivered in schools across Europe creating the possibility for real change and the reduction of the gender gap in political leadership. In addition, G-EPIC will also carry out a holistic evaluation of the national context and the local and European policy framework to design strategies, regulations and policies that are conducive to a more equitable gender political involvement, particularly of girls with a disadvantaged background.","Ensuring the future of democracy requires empowering all social group to engage, yet the gender gap in political leadership, political ambition and political self-efficacy is the most persistent and most difficult to tackle across Western democracies. The situation when looking across the intersect of gender, social class and ethnicity becomes even more grave. These differences have been shown to begin in the school and classroom dynamics has been cited as the likely socialisation process that leads to these different outcomes.  G-EPIC, a multinational consortium of universities and civil society organisations, has been brought together with the aim of fostering social innovation and testing interventions to reduce gender inequality in politics. The 7 partners in 6 countries (Belgium, Czechia, Denmark, Germany, Spain and United Kingdom) will begin by establishing the state of play through classroom observations and reanalysis of existing quantitative data to understand how inequalities in attitudes and dispositions towards political engagement are learnt. G-EPIC will then create experiments in schools and pilot design-based interventions co-developed with civil-society, teachers and students. These experiments and interventions will be rigorously evaluated in comparisons with control groups and will lead to the development of the Gender Empowerment in Classroom intervention that will be disseminated and delivered in schools across Europe creating the possibility for real change and the reduction of the gender gap in political leadership. In addition, G-EPIC will also carry out a holistic evaluation of the national context and the local and European policy framework to design strategies, regulations and policies that are conducive to a more equitable gender political involvement, particularly of girls with a disadvantaged background."
act546671,5g european validation platform for extensive trials,5g eve 5g european validation platform for extensive trials,GA 815074,815074,7,9,"We are at the “eve” of a fundamental transition in 5G, and the aspiration of 5G-EVE is to create the foundations for a pervasive roll-out of end-to-end 5G networks in Europe.5G-EVE supports this fundamental transition by offering to vertical industries and to all 5GPPP Phase3 projects  facilities to validate their network KPIs and their services.Important representatives of these vertical industries are directly involved as partners of 5G-EVE exactly to influence the design of the end-to-end 5G services, and to provide an early assessment.The 5G-EVE end-to-end facility  consists of the interconnection of four 5G-site-facilities (France, Spain, Italy, Greece), which have been selected because of their considerable previous work with vertical industries and standardisation bodies, on top of their  5G technology competences.5G-EVE aims at creating synergies between a significant number of facilities that will ensure sustainability and impact in terms of exploitation.The 5G-EVE facility will enable experiments with: (a) heterogeneous access, including NR, licensed/unlicensed spectrum, advanced spectrum management; (b) Mobile Edge Computing, backhaul, core/service technologies; (c) means for site-interworking and multi-site/domain/technology slicing/orchestration.5G-EVE will be initially compliant with 3GPP Rel. 15 and, later on, with Rel. 16.Industrial verticals will be facilitated in the specification/analysis of experiments through: (a) intent-based, and other high-level, interfaces; (b) means for advanced 5G testing, i.e., for KPI analysis, technology benchmarking, performance diagnosis. A VNF pool, including open source and proprietary, radio/network/service, components will be developed and made available.5G-EVE will impact standards, and has the potential and strategy for ensuring the sustainability of the facility beyond the project lifetime, therefore becoming a cornerstone of the 5G PPP programme and beyond.","We are at the “eve” of a fundamental transition in 5G, and the aspiration of 5G-EVE is to create the foundations for a pervasive roll-out of end-to-end 5G networks in Europe.5G-EVE supports this fundamental transition by offering to vertical industries and to all 5GPPP Phase3 projects  facilities to validate their network KPIs and their services.Important representatives of these vertical industries are directly involved as partners of 5G-EVE exactly to influence the design of the end-to-end 5G services, and to provide an early assessment.The 5G-EVE end-to-end facility  consists of the interconnection of four 5G-site-facilities (France, Spain, Italy, Greece), which have been selected because of their considerable previous work with vertical industries and standardisation bodies, on top of their  5G technology competences.5G-EVE aims at creating synergies between a significant number of facilities that will ensure sustainability and impact in terms of exploitation.The 5G-EVE facility will enable experiments with: (a) heterogeneous access, including NR, licensed/unlicensed spectrum, advanced spectrum management; (b) Mobile Edge Computing, backhaul, core/service technologies; (c) means for site-interworking and multi-site/domain/technology slicing/orchestration.5G-EVE will be initially compliant with 3GPP Rel. 15 and, later on, with Rel. 16.Industrial verticals will be facilitated in the specification/analysis of experiments through: (a) intent-based, and other high-level, interfaces; (b) means for advanced 5G testing, i.e., for KPI analysis, technology benchmarking, performance diagnosis. A VNF pool, including open source and proprietary, radio/network/service, components will be developed and made available.5G-EVE will impact standards, and has the potential and strategy for ensuring the sustainability of the facility beyond the project lifetime, therefore becoming a cornerstone of the 5G PPP programme and beyond."
act544620,remote area access network for 5th generation,remote area access network for 5th generation 5grange,GA-777137-5GRANGE,777137,7,8,"5G is considered the next revolution in communication. Several researches focus efforts in tackling challenges for enhancing data rate, reducing latency, improving connectivity and reducing consumption. However there is one relevant mode that has not been strongly supported by the research efforts, which is Internet access for remote areas. As of today, we estimate 1.4 billion of unconnected people live in areas where mobile broadband coverage is not available, showing the immense impact of a network that can deliver high quality Internet access in remote areas. It is clear that a sustainable rural service will not be available unless network deployments and business strategies are specifically tailored to this scenario. Integrating state-of-the-art in mobile communication with business concepts of sharing economy would allow any local entrepreneur to become a profitable mobile rural infrastructure operator with extremely capillary commercialization and operating capabilities. The goal of 5G-RANGE is surpass the limitations of current technologies, making the coverage of low populate areas a feasible business. We aim for a cell radius above 50 km with at least 100 Mbps at the edge, employing both licensed and unlicensed frequencies, while cognitive radio techniques will be used to protect incumbents. Clearly, this new 5G mode needs to be flexible to comply with different applications and services. The current standards cannot use spectral wholes and have limited spectrum mobility. A new waveform needs to be considered and the mechanisms in the MAC and Network layers must take advantage of the features of this waveform in order to provide the desirable dynamic and fragmented spectrum allocation. The combination of an innovative PHY and a cognitive MAC will result in a 5G mode able to reach the unconnected people, not only in Brazil, but worldwide. This network will also trigger new agribusiness services, bringing new revenues for different sectors of our society.","5G is considered the next revolution in communication. Several researches focus efforts in tackling challenges for enhancing data rate, reducing latency, improving connectivity and reducing consumption. However there is one relevant mode that has not been strongly supported by the research efforts, which is Internet access for remote areas. As of today, we estimate 1.4 billion of unconnected people live in areas where mobile broadband coverage is not available, showing the immense impact of a network that can deliver high quality Internet access in remote areas. It is clear that a sustainable rural service will not be available unless network deployments and business strategies are specifically tailored to this scenario. Integrating state-of-the-art in mobile communication with business concepts of sharing economy would allow any local entrepreneur to become a profitable mobile rural infrastructure operator with extremely capillary commercialization and operating capabilities. The goal of 5G-RANGE is surpass the limitations of current technologies, making the coverage of low populate areas a feasible business. We aim for a cell radius above 50 km with at least 100 Mbps at the edge, employing both licensed and unlicensed frequencies, while cognitive radio techniques will be used to protect incumbents. Clearly, this new 5G mode needs to be flexible to comply with different applications and services. The current standards cannot use spectral wholes and have limited spectrum mobility. A new waveform needs to be considered and the mechanisms in the MAC and Network layers must take advantage of the features of this waveform in order to provide the desirable dynamic and fragmented spectrum allocation. The combination of an innovative PHY and a cognitive MAC will result in a 5G mode able to reach the unconnected people, not only in Brazil, but worldwide. This network will also trigger new agribusiness services, bringing new revenues for different sectors of our society."
act557095,polymer based electrooptic pcb motherboard integration with si3n4 chiplets inp components and electronic ics enabling affordable photonic modules for thz sensing and quantum computing applications,polymer based electrooptic pcb motherboard integration with si3n4 chiplets inp components and electronic ics enabling affordable photonic modules for thz sensing and quantum computing applications,101070549,101070549,25,25,"Despite the significant advances that photonic integrated circuits (PICs) offer in terms of miniaturization, power consumption and functionalities, they run into scalability and cost issues, related to the fabrication yield, the increased integration and packaging complexity, the lack of wafer scale compatible processes and the lack of integration and packaging standards. Furthermore, so far photonic packaging considered the sub-GHz electrical connections to the PICs as a separate and second priority issue, until the number of electrical IOs of the PICs was too large to ignore. POLYNICES aims to address these challenges with the development of a novel general purpose photonic integration technology, compatible with wafer scale processes that will reduce the production costs of photonic modules by at least 10x. POLYNICES will develop for the first time a polymer based Electro-Optic PCB (EOPCB) motherboard that will host Si3N4 chiplets, InP components and micro-optical elements. POLYNICES invests in Si3N4 platform with PZT actuators to realize complex structures in only 1x1 cm2 chiplets with ultra-low power consumption. The chiplets’ grid array electrical pads and the use of flip-chip integration on vertical alignment stops will allow optical alignment and electrical connection in one step. The standard size and interfaces of the chiplets as well as the electronic IC co-packaging on the same EOPCB, provides excellent scalability and customization, and significantly simplifies packaging. Dielectric rod THz antennas will be integrated on the EOPCB taking advantage of its good HF properties. Using the above novel concepts and building blocks, POLYNICES will develop a fully integrated optoelectronic FMCW THz spectrometer with THz antenna array and beam steering abilities for quality control in plastics, a 16x16 quantum processor with integrated 780 nm light source and non-linear crystals and a 24x24 quantum processor with integrated squeezed light state source.","Despite the significant advances that photonic integrated circuits (PICs) offer in terms of miniaturization, power consumption and functionalities, they run into scalability and cost issues, related to the fabrication yield, the increased integration and packaging complexity, the lack of wafer scale compatible processes and the lack of integration and packaging standards. Furthermore, so far photonic packaging considered the sub-GHz electrical connections to the PICs as a separate and second priority issue, until the number of electrical IOs of the PICs was too large to ignore. POLYNICES aims to address these challenges with the development of a novel general purpose photonic integration technology, compatible with wafer scale processes that will reduce the production costs of photonic modules by at least 10x. POLYNICES will develop for the first time a polymer based Electro-Optic PCB (EOPCB) motherboard that will host Si3N4 chiplets, InP components and micro-optical elements. POLYNICES invests in Si3N4 platform with PZT actuators to realize complex structures in only 1x1 cm2 chiplets with ultra-low power consumption. The chiplets’ grid array electrical pads and the use of flip-chip integration on vertical alignment stops will allow optical alignment and electrical connection in one step. The standard size and interfaces of the chiplets as well as the electronic IC co-packaging on the same EOPCB, provides excellent scalability and customization, and significantly simplifies packaging. Dielectric rod THz antennas will be integrated on the EOPCB taking advantage of its good HF properties. Using the above novel concepts and building blocks, POLYNICES will develop a fully integrated optoelectronic FMCW THz spectrometer with THz antenna array and beam steering abilities for quality control in plastics, a 16x16 quantum processor with integrated 780 nm light source and non-linear crystals and a 24x24 quantum processor with integrated squeezed light state source."
act556883,deep programmability and secure distributed intelligence for realtime endtoend 6g networks,desire6g deep programmability and secure distributed intelligence for realtime endtoend 6g networks,GA - 101096466,101096466,11,12,"Over the past decades the mobile communications has evolved over the different generations to the current 5G, and transformed into a fundamental infrastructure that supports digital demands from all industry sectors. However, 5G systems are expected to fall short on meeting the anticipated stringent performance requirements for the new generation of real time mission-critical applications. In view of that, DESIRE6G will design and develop novel zero-touch control, management, and orchestration platform, with native integration of AI, to support eXtreme URLLC application requirements. DESIRE6G will re-architect mobile networks through a) its intent-based control and end-to-end orchestration that targets to achieve near real time autonomic networking; and b) a cloud-native unified programmable data plane layer supporting multi-tenancy. The latter will be supported by a generic hardware abstraction layer designed for heterogeneous systems. Flexible composition of modular micro-services for slice specific implementations and flexible function placement depending on HW requirements will enable granular use case instantiation and service level assurance with minimum resource consumption and maximum energy efficiency. The DESIRE6G data, control, management, and orchestration plane is supported by a pervasive monitoring system, extending from the network to the user equipment or IoT terminal. DESIRE6G will employ distributed ledger technology to support a) dynamic federation for services across of multiple administrative domains and b) infrastructure-agnostic software security. Finally, DESIRE6G will enable communication-, and energy- efficient distributed AI, at the network edge, while considering application-level requirements and resource constraints. The proposed innovations will be validated employing a VR/AR/MR and a Digital Twin application at two distinct experimental sites.","Over the past decades the mobile communications has evolved over the different generations to the current 5G, and transformed into a fundamental infrastructure that supports digital demands from all industry sectors. However, 5G systems are expected to fall short on meeting the anticipated stringent performance requirements for the new generation of real time mission-critical applications. In view of that, DESIRE6G will design and develop novel zero-touch control, management, and orchestration platform, with native integration of AI, to support eXtreme URLLC application requirements. DESIRE6G will re-architect mobile networks through a) its intent-based control and end-to-end orchestration that targets to achieve near real time autonomic networking; and b) a cloud-native unified programmable data plane layer supporting multi-tenancy. The latter will be supported by a generic hardware abstraction layer designed for heterogeneous systems. Flexible composition of modular micro-services for slice specific implementations and flexible function placement depending on HW requirements will enable granular use case instantiation and service level assurance with minimum resource consumption and maximum energy efficiency. The DESIRE6G data, control, management, and orchestration plane is supported by a pervasive monitoring system, extending from the network to the user equipment or IoT terminal. DESIRE6G will employ distributed ledger technology to support a) dynamic federation for services across of multiple administrative domains and b) infrastructure-agnostic software security. Finally, DESIRE6G will enable communication-, and energy- efficient distributed AI, at the network edge, while considering application-level requirements and resource constraints. The proposed innovations will be validated employing a VR/AR/MR and a Digital Twin application at two distinct experimental sites."
act553274,skills for the european open science commons creating a training ecosystem for open and fair science,skills4eoscskills for the european open science commons creating a training ecosystem for open and fair science,101058527,101058527,16,16,"Skills4EOSC brings together leading experiences of national, regional, institutional and thematic Open Science (OS) and Data Competence Centres from 18 European countries with the goal of unifying the current training landscape into a common and trusted pan-European ecosystem, in order to accelerate the upskilling of European researchers and data professionals in the field of FAIR and Open Data, intensive-data science and Scientific Data Management.Competence Centres (CC) are seen as centres of gravity of OS and EOSC activities in their countries. These entities can either be established national initiatives (as is the case of ICDI in Italy) or initiatives under establishment (e.g. Austria, Greece and the Nordic countries) or organizations which have the leading or mandated contribution to the OS activities nationally. CCs pool the expertise available within research institutions, universities and thematic and cross-discipline research infrastructures. They offer training and support, empowerment, lifelong learning, professionalization and resources to a variety of stakeholders, including not only researchers and data stewards, but also funders, decision makers, civil servants, and industry.Thanks to their position at the heart of the above described multi-stakeholder landscape, the CCs represented by the Skills4EOSC partners play a pivotal role in national plans for Open Science and in the interaction with scientific communities. They also have close access to policy makers and the related funding streams. The Skills4EOSC project will leverage this reference role to establish a pan-European network of CCs on OS and data, coordinatingthe work done at the national level to upskill professionals in this field. The Skills4EOSC CC network will drive the co-creation of harmonised trainer accreditation pathways, academic and professional curricula and skills quality assurance, recognition frameworks, and learning material creation methodologies.","Skills4EOSC brings together leading experiences of national, regional, institutional and thematic Open Science (OS) and Data Competence Centres from 18 European countries with the goal of unifying the current training landscape into a common and trusted pan-European ecosystem, in order to accelerate the upskilling of European researchers and data professionals in the field of FAIR and Open Data, intensive-data science and Scientific Data Management.Competence Centres (CC) are seen as centres of gravity of OS and EOSC activities in their countries. These entities can either be established national initiatives (as is the case of ICDI in Italy) or initiatives under establishment (e.g. Austria, Greece and the Nordic countries) or organizations which have the leading or mandated contribution to the OS activities nationally. CCs pool the expertise available within research institutions, universities and thematic and cross-discipline research infrastructures. They offer training and support, empowerment, lifelong learning, professionalization and resources to a variety of stakeholders, including not only researchers and data stewards, but also funders, decision makers, civil servants, and industry.Thanks to their position at the heart of the above described multi-stakeholder landscape, the CCs represented by the Skills4EOSC partners play a pivotal role in national plans for Open Science and in the interaction with scientific communities. They also have close access to policy makers and the related funding streams. The Skills4EOSC project will leverage this reference role to establish a pan-European network of CCs on OS and data, coordinatingthe work done at the national level to upskill professionals in this field. The Skills4EOSC CC network will drive the co-creation of harmonised trainer accreditation pathways, academic and professional curricula and skills quality assurance, recognition frameworks, and learning material creation methodologies."
act544726,unmanned traffic management 4d path planning technologies for drone swarm to enhance safety and security in transport,labyrinth unmanned traffic management 4d path planning technologies for drone swarm to enhance safety and security in transport,861696,861696,17,18,"Ensuring transport safety and security is one of the EU’s main priorities, as spotlighted in WHITE PAPER–Roadmap to a Single European Transport Area, which sets out a strategy leading to reach a safer, more efficient and more sustainable civil road, rail, air and waterborne transport. Drone applications are considered as potentially capable of revolutionizing the world around us. Nevertheless, security issues make impossible to fly drones in most situations, due to drone guidance and control-related technologies have not reached enough readiness level to guarantee safe operations in most of low altitude scenarios.To face these issues, SESAR has created U-SPACE, a new framework designed to integrate safely, securely and efficiently drone operations at low level into EU airspace. Active geofencing is one of the main drone emerging technologies outlined in the U-Space Blueprint. However, although geofencing is a useful technology to avoid drones presence in restricted places, it is not prepared to face the future proliferation of drones in areas such as cities, where drone swarm applications will  lead to an increasing risk of collisions. LABYRINTH has identified the need to research on centralized planification systems capable of communicating with the drones in a certain area, processing their desired origin and destination points and compute paths to avoid collisions. This is embodied in the Unmanned Traffic Management Systems (UTM) that, in contrast to EU strategy, are one of the NASA’s main research priorities, whose objective is to create flight control centres for auto-piloted drones.Aligned with this, LABYRINTH aims to use this new approach to create a U-SPACE-based technology to make a leap forward in the efforts undertaken so far through the development of autonomous drone applications, focussing on solutions adressed to enhace safety and efficiency of civil trasnport in road, seaport and airport scenarios, including emergency assistance operations.","Ensuring transport safety and security is one of the EU’s main priorities, as spotlighted in WHITE PAPER–Roadmap to a Single European Transport Area, which sets out a strategy leading to reach a safer, more efficient and more sustainable civil road, rail, air and waterborne transport. Drone applications are considered as potentially capable of revolutionizing the world around us. Nevertheless, security issues make impossible to fly drones in most situations, due to drone guidance and control-related technologies have not reached enough readiness level to guarantee safe operations in most of low altitude scenarios.To face these issues, SESAR has created U-SPACE, a new framework designed to integrate safely, securely and efficiently drone operations at low level into EU airspace. Active geofencing is one of the main drone emerging technologies outlined in the U-Space Blueprint. However, although geofencing is a useful technology to avoid drones presence in restricted places, it is not prepared to face the future proliferation of drones in areas such as cities, where drone swarm applications will  lead to an increasing risk of collisions. LABYRINTH has identified the need to research on centralized planification systems capable of communicating with the drones in a certain area, processing their desired origin and destination points and compute paths to avoid collisions. This is embodied in the Unmanned Traffic Management Systems (UTM) that, in contrast to EU strategy, are one of the NASA’s main research priorities, whose objective is to create flight control centres for auto-piloted drones.Aligned with this, LABYRINTH aims to use this new approach to create a U-SPACE-based technology to make a leap forward in the efforts undertaken so far through the development of autonomous drone applications, focussing on solutions adressed to enhace safety and efficiency of civil trasnport in road, seaport and airport scenarios, including emergency assistance operations."
act544609,enhanced neutralisation of explosive threats reaching across the plot,enhanced neutralisation of explosive threats reaching across the plot,740560,740560,9,9,"ENTRAP will deliver combined operational research (OR) methods for assessing and identifying emerging and future counter-measures. The tools will be used for identifying the needed step-changes for countering present, emerging and future explosive threats. The OR tools will encompass methods including morphological analysis, attack-defence trees, Bow-tie diagrams and wargaming. The tools have been well-established for decades and they will be further developed and adapted for explosive threats. The proposed research aims to assess the effectiveness of counter-tools and their combinations across the plot. This will give a value on the efficiency they can provide for historical cases or emerging and future scenarios for an attack. The project will strive to identify commonalities in the timeline where a counter-tool can be effective for several different scenarios. Thus, an effectiveness assessment will be made not only across the timeline for one scenario but also across different scenarios. The research and development efforts on a European level over the last decades will be a main source of background data.A gap analysis over the plot will in combination with the OR methods identify the need of required preventive counter-measures. A gap bridging assessment will together with the researcher and practitioner think-tank in ENTRAP ensure a step-change vision of counter-tools for important gaps. Historical attacks, scenarios defined in FP 7 projects, the EU Matrix group and NDE will be used as the basis. A cost assessment will be included giving an estimate for the required further developments.The ENTRAP consortium will bring together a world-leading team where the consortium includes 11 practitioners supported by an advisory board of key entities whereof 18 Letter of Supports have been obtained.","ENTRAP will deliver combined operational research (OR) methods for assessing and identifying emerging and future counter-measures. The tools will be used for identifying the needed step-changes for countering present, emerging and future explosive threats. The OR tools will encompass methods including morphological analysis, attack-defence trees, Bow-tie diagrams and wargaming. The tools have been well-established for decades and they will be further developed and adapted for explosive threats. The proposed research aims to assess the effectiveness of counter-tools and their combinations across the plot. This will give a value on the efficiency they can provide for historical cases or emerging and future scenarios for an attack. The project will strive to identify commonalities in the timeline where a counter-tool can be effective for several different scenarios. Thus, an effectiveness assessment will be made not only across the timeline for one scenario but also across different scenarios. The research and development efforts on a European level over the last decades will be a main source of background data.A gap analysis over the plot will in combination with the OR methods identify the need of required preventive counter-measures. A gap bridging assessment will together with the researcher and practitioner think-tank in ENTRAP ensure a step-change vision of counter-tools for important gaps. Historical attacks, scenarios defined in FP 7 projects, the EU Matrix group and NDE will be used as the basis. A cost assessment will be included giving an estimate for the required further developments.The ENTRAP consortium will bring together a world-leading team where the consortium includes 11 practitioners supported by an advisory board of key entities whereof 18 Letter of Supports have been obtained."
act546669,5gcoral a 5g convergent virtualised radio access network living at the edge,5gcoral a 5g convergent virtualised radio access network living at the edge,GA-761586-5G Coral,761586,12,12,"The 5G-CORAL project leverages on the pervasiveness of edge and fog computing in the Radio Access Network (RAN) to create a unique opportunity for access convergence. This is envisioned by the means of an integrated and virtualised networking and computing solution where virtualised functions, context-aware services, and user and third-party applications are blended together to offer enhanced connectivity and better quality of experience. The proposed solution contemplates two major building blocks, namely (i) the Edge and Fog computing System (EFS) subsuming all the edge and fog computing substrate offered as a shared hosting environment for virtualised functions, services, and applications; and (ii) the Orchestration and Control System (OCS) responsible for managing and controlling the EFS, including its interworking with other (non-EFS) domains (e.g., transport and core networks, distant clouds, etc.). Through the 5G-CORAL solution, several Key Performance Indicators (KPIs) can be achieved, notably an ultra-low end-to-end latency in the order of milliseconds. Moreover, new business prospects arise with new stakeholders in the value chain, notably small players owning computing and networking assets in the local service area, such as in shopping malls, airports, trains and cars. These environments will be used to validate the system in three complementary end-to-end large-scale testbeds in Taiwan, supporting innovative applications such as augmented reality, car safety, and IoT gateway.","The 5G-CORAL project leverages on the pervasiveness of edge and fog computing in the Radio Access Network (RAN) to create a unique opportunity for access convergence. This is envisioned by the means of an integrated and virtualised networking and computing solution where virtualised functions, context-aware services, and user and third-party applications are blended together to offer enhanced connectivity and better quality of experience. The proposed solution contemplates two major building blocks, namely (i) the Edge and Fog computing System (EFS) subsuming all the edge and fog computing substrate offered as a shared hosting environment for virtualised functions, services, and applications; and (ii) the Orchestration and Control System (OCS) responsible for managing and controlling the EFS, including its interworking with other (non-EFS) domains (e.g., transport and core networks, distant clouds, etc.). Through the 5G-CORAL solution, several Key Performance Indicators (KPIs) can be achieved, notably an ultra-low end-to-end latency in the order of milliseconds. Moreover, new business prospects arise with new stakeholders in the value chain, notably small players owning computing and networking assets in the local service area, such as in shopping malls, airports, trains and cars. These environments will be used to validate the system in three complementary end-to-end large-scale testbeds in Taiwan, supporting innovative applications such as augmented reality, car safety, and IoT gateway."
act544673,fostering fair data practices in europe,fairssfair fostering fair data practices in europe,831558,831558,6,7,"Now the H2020 EOSC pilot project has taken the first steps towards creating the blueprint for an open European Science Cloud, this proposal aims to supply practical solutions for the use of the FAIR data principles throughout the research data life cycle. Emphasis is on fostering FAIR data culture and the uptake of good practices in making data FAIR. Keeping in mind that there is no ‘one size fits all’,  the consortium will focus on all scientific communities for supporting, creating, further developing and implementing a common scheme to ensure data development, wide uptake of and compliance with FAIR data principles and practices by data producers as well as national and European research data providers and repositories contributing to the EOSC. Furthermore, the consortium will closely collaborate with other relevant (global) projects and initiatives already on the way e.g. GO-FAIR, Research Data Alliance (RDA), World Data System (WDS), CODATA. We will provide a platform for using and implementing the FAIR principles in the day to day work of national and European research data providers and repositories. The consortium cooperates with other projects that will be funded under the INFRAEOSC-05-2018 topic (e.g. the EOSC governance (5a) and where appropriate 5b, the projects funded in the INFRAEOSC-04-2018 topic (e.g. the ESFRI clusters SSHOC, PANOSC, ENVRI FAIR, ESCAPE and  EOSCLife) and with the EOSC coordination structure developed in the existing EOSC-pilot and EOSC-hub projects.  According to the research data life cycle (planning/creating, processing, analysing, preserving and reuse) the consortium partners have defined goals, activities and outputs on - making data FAIR through research workflows- ensuring long-term preservation of data- making data FAIR through data curation- improving accessibility of research data (e.g. legal barriers)- improving findability of data through creation and interconnection of metadata catalogues- curricula/education","Now the H2020 EOSC pilot project has taken the first steps towards creating the blueprint for an open European Science Cloud, this proposal aims to supply practical solutions for the use of the FAIR data principles throughout the research data life cycle. Emphasis is on fostering FAIR data culture and the uptake of good practices in making data FAIR. Keeping in mind that there is no ‘one size fits all’,  the consortium will focus on all scientific communities for supporting, creating, further developing and implementing a common scheme to ensure data development, wide uptake of and compliance with FAIR data principles and practices by data producers as well as national and European research data providers and repositories contributing to the EOSC. Furthermore, the consortium will closely collaborate with other relevant (global) projects and initiatives already on the way e.g. GO-FAIR, Research Data Alliance (RDA), World Data System (WDS), CODATA. We will provide a platform for using and implementing the FAIR principles in the day to day work of national and European research data providers and repositories. The consortium cooperates with other projects that will be funded under the INFRAEOSC-05-2018 topic (e.g. the EOSC governance (5a) and where appropriate 5b, the projects funded in the INFRAEOSC-04-2018 topic (e.g. the ESFRI clusters SSHOC, PANOSC, ENVRI FAIR, ESCAPE and  EOSCLife) and with the EOSC coordination structure developed in the existing EOSC-pilot and EOSC-hub projects.  According to the research data life cycle (planning/creating, processing, analysing, preserving and reuse) the consortium partners have defined goals, activities and outputs on - making data FAIR through research workflows- ensuring long-term preservation of data- making data FAIR through data curation- improving accessibility of research data (e.g. legal barriers)- improving findability of data through creation and interconnection of metadata catalogues- curricula/education"
